binder_id,target_id,binder,source,A_length,af3_ipSAE_min,af3_ipSAE_max,af3_ipSAE_avg,af3_LIS,af3_iptm_avg,af3_iptm_model_0,af3_ptm_avg,af3_ipae,af3_min_pae_contact,af3_pDockQ_min,af3_pDockQ2_max,RMSD_chA_aft_chB_align_input_af3,RMSD_complex_input_af3,af3_rosetta_interface_dG,af3_rosetta_interface_dG_SASA_ratio,af3_rosetta_interface_dSASA,af3_rosetta_interface_sc,af3_rosetta_interface_packstat,af3_rosetta_surface_hydrophobicity,af3_rosetta_interface_interface_hbonds,input_rosetta_interface_sc,input_rosetta_interface_dG,input_rosetta_interface_dG_SASA_ratio,input_rosetta_interface_dSASA,input_rosetta_interface_packstat,af3_pymol_delta_SASA,af3_pymol_percent_nonpolar,af3_pymol_hbonds,af3_pymol_num_interface_residues
pol_8dc8e935950a1f8e5bdf62a2e89caa87_0001_000000010_0001_0001,FGFR2,1,Cao et al FGFR2,65.0,0.618,0.742,0.379,0.599,0.82,0.83,0.86,5.25,1.1,0.412,0.607,5.56,8.43,-60.41,-3.42,1768.97,0.7,0.6,0.29,4.0,0.63,-59.86,-3.66,1635.28,0.58,917.9,59.574,1.0,47.0
pol_ems_ferrC_243_000000016_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.225,0.24,0.081,0.259,0.56,0.6,0.72,9.829,3.2,0.241,0.228,10.42,4.89,-40.63,-3.02,1346.31,0.71,0.63,0.22,1.0,0.67,-57.12,-3.33,1716.72,0.63,843.067,48.889,2.0,45.0
pol_proteinG_2451_000000020_0001_0001,FGFR2,0,Cao et al FGFR2,57.0,0.023,0.074,0.014,0.156,0.37,0.4,0.66,12.709,6.9,0.103,0.096,20.36,22.79,-30.14,-2.68,1123.87,0.68,0.63,0.11,1.0,0.75,-59.8,-3.69,1621.64,0.71,614.843,51.515,4.0,33.0
rif_fastrot_0f9d397e77a299db7739ec728874c888_0001_1_000000005_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.092,0.105,0.046,0.247,0.4,0.46,0.66,11.231,25.0,0.193,0.078,5.15,5.31,-39.8,-2.47,1608.29,0.59,0.58,0.24,1.0,0.68,-48.02,-2.92,1642.68,0.65,896.013,55.319,0.0,47.0
rif_fastrot_cor_EHEE_hb1_1279_000000012_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.072,0.095,0.024,0.174,0.34,0.55,0.65,11.799,25.0,0.214,0.094,26.47,26.94,-45.66,-2.4,1906.54,0.61,0.62,0.19,7.0,0.73,-49.38,-3.15,1567.46,0.59,1049.342,43.75,5.0,48.0
rif_fastrot_cor_EHEE_hb1_4624_000000020_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.017,0.013,0.129,0.3,0.38,0.61,14.549,25.0,0.099,0.04,5.5,5.91,-35.68,-2.46,1449.74,0.63,0.57,0.24,5.0,0.73,-62.19,-3.14,1980.09,0.67,752.307,48.718,3.0,39.0
rif_fastrot_ems_ferrC_243_000000016_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.014,0.014,0.013,0.077,0.22,0.26,0.6,17.451,25.0,0.083,0.024,22.06,17.88,-28.77,-2.57,1118.54,0.74,0.67,0.23,4.0,0.67,-49.72,-3.01,1650.9,0.63,588.363,57.143,2.0,35.0
rif_normal_3h_hb1_1346_000000004_0001,FGFR2,0,Cao et al FGFR2,62.0,0.394,0.469,0.225,0.52,0.72,0.75,0.8,6.802,2.1,0.188,0.547,15.12,26.62,-47.73,-3.05,1565.84,0.75,0.54,0.36,4.0,0.73,-75.34,-3.79,1989.34,0.71,845.579,44.186,6.0,43.0
rif_normal_EHEE_hb1_4581_000000004_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.589,0.606,0.303,0.556,0.8,0.81,0.82,6.447,1.2,0.296,0.677,16.37,16.21,-38.73,-3.14,1231.79,0.61,0.62,0.24,2.0,0.75,-60.86,-3.57,1704.1,0.64,624.421,51.429,2.0,35.0
rif_normal_EHEE_hb1_553_000000004_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.013,0.012,0.069,0.22,0.3,0.6,17.403,25.0,0.098,0.02,22.9,26.48,-41.99,-2.13,1972.11,0.49,0.51,0.24,3.0,0.77,-49.15,-3.3,1489.77,0.65,1023.829,47.059,2.0,51.0
rif_normal_ems_ferrM_2090_0001_000000000_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.061,0.165,0.022,0.169,0.49,0.54,0.71,11.08,6.1,0.125,0.166,15.4,6.0,-39.49,-2.86,1380.09,0.71,0.52,0.3,5.0,0.61,-52.88,-2.97,1782.75,0.62,750.168,47.222,1.0,36.0
rif_normal_ems_ferrM_7064_0001_000000001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.0,0.0,0.0,0.0,0.21,0.23,0.59,19.429,25.0,0.0,0.0,17.74,32.2,-25.34,-2.0,1265.75,0.61,0.63,0.38,3.0,0.68,-53.87,-3.07,1755.22,0.71,751.13,55.556,4.0,36.0
salireza111_Seq119_3_001_8,EGFR,0,Adaptyv binder comp round 2,49.0,0.0,0.0,0.0,0.0,0.19,0.22,0.61,28.499,25.0,0.0,0.0,70.61,68.97,-29.76,-2.95,1007.15,0.59,0.65,0.42,4.0,0.59,-37.07,-2.1,1769.3,0.62,528.887,66.667,2.0,33.0
spacecruiser42_d2_prompt_binder_t1_0_139,EGFR,0,Adaptyv binder comp round 2,20.0,0.013,0.017,0.012,0.108,0.46,0.47,0.69,20.691,8.9,0.211,0.027,4.88,11.73,-57.79,-2.32,2492.76,0.64,0.65,0.22,4.0,0.63,-42.68,-1.99,2146.18,0.57,1123.828,41.667,7.0,60.0
theraven_sequence46,EGFR,0,Adaptyv binder comp round 1,71.0,0.291,0.459,0.144,0.288,0.82,0.83,0.64,15.311,3.7,0.402,0.396,49.3,50.37,-52.95,-2.96,1790.54,0.66,0.6,0.17,4.0,0.62,-31.52,-2.42,1301.81,0.68,1084.285,49.091,7.0,55.0
theraven_sequence47,EGFR,0,Adaptyv binder comp round 1,71.0,0.258,0.418,0.133,0.27,0.82,0.82,0.63,15.728,4.2,0.401,0.36,39.16,44.64,-60.08,-3.03,1984.47,0.71,0.61,0.17,4.0,0.65,-59.79,-2.34,2558.12,0.61,1082.438,51.786,7.0,56.0
vratinsrivastava10_sequence_7,EGFR,0,Adaptyv binder comp round 1,100.0,0.0,0.0,0.0,0.0,0.14,0.16,0.56,29.231,25.0,0.0,0.0,40.15,59.32,-19.96,-1.04,1915.47,0.54,0.67,0.55,1.0,0.57,-34.42,-2.21,1554.15,0.61,1242.16,37.288,11.0,59.0
SVT000__T10_C10_consensus_267_dldesign_0_cycle0_1_af2pred,sntx,1,Vazquez-Torres et al,100.0,0.736,0.836,0.536,0.758,0.89,0.89,0.91,2.862,0.9,0.62,0.935,0.99,0.97,-66.12,-3.35,1972.56,0.68,0.73,0.44,15.0,0.63,-56.54,-2.99,1893.43,0.64,1086.46,40.426,13.0,47.0
SVT000__short_native_hotspot_bulky_2_strand_5_46_dldesign_0_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.557,0.759,0.333,0.591,0.86,0.87,0.89,4.732,1.3,0.583,0.815,2.36,1.44,-50.81,-2.78,1825.02,0.62,0.59,0.24,15.0,0.63,-43.02,-2.34,1836.87,0.62,992.627,38.889,11.0,54.0
SVT001__short_native_hotspot_bulky_2_strand_5_46_dldesign_7_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.465,0.701,0.262,0.543,0.83,0.83,0.86,5.468,1.6,0.598,0.738,2.66,1.05,-53.07,-2.91,1820.75,0.59,0.6,0.51,8.0,0.63,-50.53,-2.73,1850.47,0.56,1032.893,45.614,8.0,57.0
SVT002__short_native_hotspot_bulky_2_strand_5_58_dldesign_1_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.227,0.421,0.144,0.323,0.69,0.72,0.86,7.799,2.8,0.36,0.385,3.99,1.47,-38.53,-2.56,1502.38,0.63,0.54,0.19,9.0,0.69,-37.96,-2.89,1314.74,0.71,847.042,33.333,7.0,45.0
SVT003__short_native_hotspot_bulky_2_strand_5_62_dldesign_1_dldesign_0_cycle0_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.423,0.633,0.245,0.385,0.79,0.79,0.88,7.342,1.5,0.497,0.771,1.43,1.33,-38.81,-2.91,1331.91,0.66,0.67,0.44,8.0,0.68,-44.61,-3.39,1317.21,0.54,705.312,42.857,9.0,42.0
SVT004__short_native_hotspot_bulky_2_strand_5_62_dldesign_2_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.253,0.481,0.159,0.322,0.74,0.74,0.86,8.149,2.8,0.419,0.484,3.31,1.49,-43.25,-3.26,1324.93,0.66,0.6,0.14,7.0,0.65,-42.64,-3.26,1306.89,0.55,656.212,51.282,8.0,39.0
SVT005__short_native_hotspot_bulky_2_strand_5_62_dldesign_5_dldesign_0_cycle0_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.283,0.526,0.165,0.358,0.72,0.75,0.86,7.747,2.2,0.443,0.487,2.54,1.65,-42.98,-2.96,1453.63,0.68,0.6,0.26,8.0,0.57,-36.49,-2.78,1311.04,0.53,716.876,47.5,8.0,40.0
SVT006__short_native_hotspot_bulky_2_strand_5_62_dldesign_5_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.011,0.014,0.011,0.049,0.42,0.43,0.8,16.466,7.3,0.269,0.038,6.06,2.04,-36.48,-2.98,1224.6,0.59,0.5,0.23,8.0,0.67,-42.58,-3.0,1418.07,0.45,676.758,48.718,7.0,39.0
SVT007__short_native_hotspot_bulky_2_strand_5_62_dldesign_7_dldesign_0_cycle0_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.227,0.36,0.141,0.259,0.67,0.69,0.86,9.363,3.0,0.385,0.398,3.27,1.73,-35.48,-3.02,1173.11,0.66,0.5,0.13,8.0,0.7,-41.11,-3.25,1265.92,0.57,650.149,48.649,9.0,37.0
SVT008__short_native_hotspot_bulky_2_strand_5_89_dldesign_3_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.372,0.591,0.249,0.443,0.77,0.78,0.89,6.001,1.9,0.36,0.55,2.84,1.81,-49.62,-3.16,1570.7,0.61,0.63,0.28,11.0,0.57,-34.39,-2.11,1626.8,0.62,855.089,43.182,9.0,44.0
SVT009__short_native_hotspot_bulky_2_strand_5_95_dldesign_3_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.509,0.718,0.307,0.516,0.84,0.85,0.9,5.54,1.4,0.552,0.759,3.54,2.19,-48.92,-3.04,1610.19,0.61,0.57,0.22,9.0,0.62,-49.14,-3.03,1622.09,0.61,838.815,45.833,6.0,48.0
SVT010__T10_C10_consensus_832_dldesign_0_cycle0_1_af2pred,sntx,1,Vazquez-Torres et al,100.0,0.779,0.871,0.573,0.765,0.91,0.91,0.92,2.741,0.8,0.606,0.942,1.82,1.32,-55.94,-3.16,1769.08,0.67,0.69,0.24,12.0,0.6,-55.42,-3.03,1828.78,0.64,1015.316,45.652,12.0,46.0
SVT010__short_native_hotspot_bulky_2_strand_5_95_dldesign_5_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.206,0.455,0.128,0.334,0.64,0.66,0.81,8.179,3.4,0.416,0.298,3.29,1.62,-47.81,-2.85,1677.49,0.57,0.6,0.17,9.0,0.62,-46.12,-2.62,1758.17,0.52,922.823,47.917,8.0,48.0
SVT011__short_native_hotspot_bulky_2_strand_5_95_dldesign_6_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.54,0.639,0.233,0.501,0.86,0.86,0.81,6.094,1.4,0.584,0.737,3.08,2.26,-52.17,-3.0,1737.86,0.67,0.56,0.26,11.0,0.65,-53.18,-3.0,1772.82,0.62,929.713,47.17,8.0,53.0
SVT012__short_native_hotspot_bulky_2_strand_5_95_dldesign_7_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.45,0.673,0.23,0.514,0.81,0.82,0.86,5.917,1.8,0.538,0.655,3.16,1.64,-49.9,-3.18,1570.19,0.67,0.59,0.18,8.0,0.68,-47.5,-2.91,1634.3,0.6,930.179,42.0,11.0,50.0
SVT013__short_native_hotspot_bulky_2_strand_5_95_dldesign_8_dldesign_0_cycle0_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.484,0.652,0.224,0.484,0.83,0.84,0.82,6.334,1.5,0.553,0.68,2.43,1.93,-44.58,-2.84,1570.72,0.68,0.47,0.19,8.0,0.66,-47.84,-3.2,1495.75,0.43,790.121,48.837,6.0,43.0
SVT014__short_native_hotspot_bulky_2_strand_5_95_dldesign_8_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.431,0.632,0.217,0.443,0.81,0.82,0.84,6.648,1.8,0.562,0.621,2.39,1.61,-48.56,-3.26,1489.0,0.66,0.67,0.23,9.0,0.64,-46.79,-3.17,1478.31,0.54,855.855,45.652,9.0,46.0
SVT015__short_native_hotspot_bulky_2_strand_5_95_dldesign_9_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.28,0.513,0.172,0.359,0.73,0.75,0.86,7.788,2.3,0.491,0.434,3.56,1.65,-46.68,-3.13,1492.27,0.7,0.62,0.22,8.0,0.64,-47.74,-2.96,1610.33,0.62,919.69,44.681,10.0,47.0
SVT016__short_native_hotspot_bulky_strand_5_144_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.459,0.608,0.246,0.421,0.84,0.84,0.87,6.722,1.5,0.469,0.744,4.61,1.68,-48.45,-3.46,1398.37,0.74,0.58,0.27,13.0,0.7,-41.44,-2.94,1410.28,0.64,716.846,51.282,14.0,39.0
SVT017__short_native_hotspot_bulky_strand_5_156_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.67,0.864,0.454,0.65,0.9,0.91,0.94,3.805,1.0,0.627,0.895,8.57,6.3,-51.77,-2.9,1784.82,0.61,0.54,0.42,12.0,0.68,-53.12,-3.0,1771.35,0.65,947.356,50.0,8.0,48.0
SVT018__short_native_hotspot_bulky_strand_5_165_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.455,0.65,0.255,0.429,0.84,0.84,0.89,7.056,1.5,0.407,0.763,2.77,1.64,-51.84,-3.88,1335.61,0.76,0.64,0.14,10.0,0.64,-49.45,-3.42,1447.89,0.59,683.858,52.778,8.0,36.0
SVT019__short_native_hotspot_bulky_strand_5_182_dldesign_0_cycle0_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.365,0.624,0.223,0.435,0.8,0.8,0.86,6.548,2.0,0.508,0.454,10.03,4.01,-48.15,-2.42,1990.72,0.58,0.56,0.13,11.0,0.65,-43.18,-3.22,1341.8,0.46,1131.8,42.308,9.0,52.0
SVT020__short_native_hotspot_bulky_strand_5_200_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.242,0.424,0.148,0.328,0.69,0.72,0.82,7.656,3.0,0.36,0.281,2.67,1.65,-50.9,-2.84,1794.35,0.61,0.61,0.22,10.0,0.6,-39.94,-2.6,1536.53,0.58,990.383,43.103,8.0,58.0
SVT021__short_native_hotspot_bulky_strand_5_205_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.108,0.184,0.042,0.159,0.58,0.58,0.76,12.023,3.6,0.295,0.158,11.7,3.29,-34.75,-2.74,1269.26,0.68,0.64,0.39,8.0,0.66,-40.35,-2.93,1378.01,0.59,664.842,50.0,9.0,44.0
SVT022__short_native_hotspot_bulky_strand_5_208_dldesign_0_cycle0_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.441,0.595,0.244,0.42,0.83,0.83,0.87,6.529,1.8,0.529,0.742,2.3,1.71,-41.83,-3.01,1389.35,0.68,0.69,0.16,11.0,0.67,-42.28,-2.95,1434.81,0.63,781.985,43.182,8.0,44.0
SVT023__short_native_hotspot_bulky_strand_5_21_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.239,0.445,0.128,0.317,0.74,0.74,0.85,8.401,2.6,0.344,0.385,2.7,1.43,-44.69,-3.06,1459.03,0.63,0.57,0.09,10.0,0.69,-45.77,-2.97,1542.79,0.62,850.984,43.75,8.0,48.0
SVT024__short_native_hotspot_bulky_strand_5_27_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.085,0.091,0.033,0.168,0.57,0.58,0.56,15.862,5.8,0.198,0.07,3.59,1.86,-52.43,-2.99,1753.32,0.68,0.66,0.62,10.0,0.72,-59.98,-3.37,1781.31,0.58,862.054,51.163,12.0,43.0
SVT025__short_native_hotspot_bulky_strand_5_32_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.121,0.242,0.059,0.208,0.51,0.63,0.73,11.338,4.4,0.303,0.237,4.05,3.23,-44.56,-3.73,1194.63,0.84,0.68,0.2,9.0,0.72,-41.2,-3.37,1221.56,0.64,672.967,52.5,8.0,40.0
SVT026__short_native_hotspot_bulky_strand_5_95_dldesign_0_cycle1_af2pred,sntx,0,Vazquez-Torres et al,200.0,0.609,0.721,0.288,0.567,0.88,0.89,0.87,5.356,1.2,0.547,0.758,2.24,1.34,-49.72,-3.14,1585.79,0.71,0.61,0.18,10.0,0.64,-47.35,-2.96,1602.39,0.52,897.737,42.857,9.0,49.0
SVT027__short_native_strand_3_100_194_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,100.0,0.207,0.278,0.133,0.323,0.64,0.65,0.74,8.462,2.9,0.436,0.307,3.55,2.53,-46.62,-2.92,1598.22,0.57,0.6,0.23,11.0,0.57,-51.66,-3.07,1680.01,0.66,919.898,38.462,8.0,52.0
SVT028__T20_C10_consensus_927_dldesign_0_cycle0_af2pred,sntx,1,Vazquez-Torres et al,100.0,0.701,0.803,0.48,0.72,0.87,0.88,0.89,3.352,1.0,0.621,0.896,1.64,1.25,-56.9,-3.08,1849.04,0.66,0.64,0.27,11.0,0.67,-61.19,-3.15,1943.77,0.57,1010.506,42.857,9.0,49.0
SVT028__short_native_strand_3_120_130_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,120.0,0.437,0.62,0.263,0.571,0.75,0.8,0.82,5.129,1.8,0.513,0.584,1.91,1.6,-46.61,-2.65,1761.83,0.55,0.59,0.18,11.0,0.65,-56.87,-2.88,1977.05,0.63,871.256,45.652,9.0,46.0
SVT029__short_native_strand_3_150_142_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,150.0,0.662,0.761,0.317,0.616,0.89,0.89,0.87,4.944,1.0,0.633,0.868,1.54,1.24,-55.63,-3.34,1663.81,0.7,0.7,0.16,11.0,0.69,-56.34,-3.25,1735.38,0.65,869.967,48.889,7.0,45.0
SVT030__short_native_strand_3_150_81_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,150.0,0.713,0.838,0.502,0.686,0.9,0.91,0.9,3.931,0.9,0.58,0.91,1.6,1.2,-44.09,-2.68,1648.02,0.6,0.59,0.17,8.0,0.61,-47.34,-2.49,1899.63,0.6,975.882,39.623,7.0,53.0
SVT031__short_native_strand_3_150_82_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,150.0,0.0,0.0,0.0,0.0,0.16,0.23,0.53,20.766,25.0,0.0,0.0,38.42,12.39,-19.09,-1.43,1330.12,0.61,0.6,0.31,5.0,0.61,-55.43,-3.0,1850.18,0.58,733.448,31.818,4.0,44.0
SVT032__T20_C10_consensus_965_dldesign_0_cycle0_1_af2pred,sntx,1,Vazquez-Torres et al,100.0,0.742,0.84,0.517,0.758,0.89,0.9,0.9,3.008,0.9,0.606,0.916,1.98,1.47,-59.07,-3.14,1882.26,0.7,0.73,0.27,13.0,0.69,-60.44,-3.34,1810.65,0.67,1047.544,44.681,10.0,47.0
SVT032__short_native_strand_3_150_82_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,150.0,0.569,0.658,0.232,0.559,0.84,0.85,0.8,5.396,1.4,0.412,0.576,2.44,1.68,-61.22,-3.24,1886.7,0.67,0.58,0.26,12.0,0.65,-63.09,-3.18,1983.76,0.62,1031.31,48.077,10.0,52.0
SVT033__short_native_strand_5_100_183_dldesign_0_cycle1_af2pred_0001,sntx,1,Vazquez-Torres et al,100.0,0.742,0.846,0.514,0.739,0.89,0.9,0.91,3.055,0.9,0.628,0.934,1.87,1.42,-59.48,-3.5,1698.04,0.69,0.68,0.4,11.0,0.64,-55.36,-3.21,1725.3,0.71,859.542,50.0,7.0,46.0
SVT034__short_native_strand_5_120_127_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,120.0,0.436,0.618,0.292,0.566,0.81,0.81,0.85,5.046,1.8,0.587,0.648,2.14,1.53,-51.88,-2.87,1809.78,0.69,0.65,0.23,12.0,0.72,-67.65,-3.37,2004.83,0.68,1082.616,53.571,9.0,56.0
SVT035__short_native_strand_5_120_149_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,120.0,0.441,0.565,0.285,0.529,0.78,0.8,0.85,5.351,1.6,0.519,0.667,1.33,1.18,-49.51,-3.11,1591.63,0.74,0.65,0.1,9.0,0.72,-56.78,-3.33,1704.63,0.65,940.985,50.0,10.0,52.0
SVT036__short_native_strand_5_120_196_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,120.0,0.339,0.509,0.186,0.464,0.71,0.71,0.76,6.851,2.1,0.433,0.555,2.68,1.58,-46.94,-3.3,1423.29,0.71,0.66,0.25,9.0,0.69,-51.86,-3.39,1529.97,0.69,830.014,40.426,7.0,47.0
SVT037__short_native_strand_5_120_71_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,120.0,0.476,0.665,0.285,0.524,0.74,0.76,0.82,7.759,1.2,0.42,0.664,2.07,1.7,-48.77,-3.63,1341.8,0.78,0.64,0.09,13.0,0.72,-52.43,-3.95,1326.87,0.71,759.512,40.909,12.0,44.0
SVT038__short_native_strand_5_150_47_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,150.0,0.525,0.741,0.297,0.584,0.83,0.84,0.85,4.994,1.4,0.466,0.613,1.58,1.38,-56.94,-3.09,1844.37,0.62,0.66,0.2,14.0,0.69,-58.87,-3.29,1788.36,0.65,1085.997,35.714,10.0,56.0
SVT040__strand_3_short_native_100_102_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,100.0,0.719,0.797,0.457,0.728,0.89,0.89,0.89,3.522,1.0,0.599,0.836,2.18,1.74,-53.63,-2.65,2026.33,0.72,0.69,0.22,12.0,0.73,-65.38,-3.29,1989.4,0.69,1077.651,41.176,10.0,51.0
SVT041__strand_3_short_native_100_156_dldesign_0_cycle1_af2pred_0001,sntx,0,Vazquez-Torres et al,100.0,0.028,0.07,0.013,0.11,0.38,0.48,0.64,12.778,4.4,0.255,0.072,2.31,1.92,-45.57,-2.27,2010.5,0.65,0.69,0.19,9.0,0.64,-57.12,-2.73,2091.7,0.69,1109.716,39.286,8.0,56.0
SVT042__strand_3_short_native_100_19_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,100.0,0.099,0.204,0.049,0.236,0.54,0.55,0.66,10.244,5.0,0.342,0.122,1.15,1.05,-47.55,-3.02,1574.73,0.63,0.69,0.15,9.0,0.69,-47.81,-3.21,1489.21,0.66,837.24,44.444,6.0,45.0
SVT043__strand_3_short_native_100_21_dldesign_0_cycle0_af2pred_0001,sntx,0,Vazquez-Torres et al,100.0,0.619,0.713,0.38,0.668,0.85,0.85,0.87,4.073,1.2,0.563,0.868,1.51,1.37,-44.55,-3.02,1475.31,0.63,0.62,0.19,9.0,0.72,-51.45,-3.31,1553.39,0.65,838.164,40.0,10.0,45.0
SVT047__shortconsensusntx_A11_T20_460_dldesign_0_cycle1_af2pred,sntx,1,Vazquez-Torres et al,100.0,0.691,0.826,0.463,0.737,0.88,0.88,0.89,3.277,0.9,0.59,0.882,1.2,1.07,-55.58,-3.03,1833.26,0.65,0.72,0.39,12.0,0.65,-49.45,-2.81,1760.4,0.66,1071.784,38.298,11.0,47.0
SVT049__shortconsensusntx_A11_T20_659_dldesign_0_cycle1_af2pred,sntx,1,Vazquez-Torres et al,100.0,0.66,0.742,0.375,0.668,0.86,0.86,0.87,4.166,1.0,0.57,0.813,1.2,0.99,-58.07,-3.26,1779.19,0.68,0.71,0.28,11.0,0.69,-56.83,-3.13,1815.71,0.71,1014.757,39.216,14.0,51.0
IL2RaEarlyBind_lt1005,IL2Ra,1,Bennet paper IL2Ra prospective,56.0,0.717,0.794,0.345,0.655,0.91,0.91,0.79,8.427,0.9,0.48,0.637,4.73,9.92,-73.76,-3.18,2320.82,0.66,0.58,0.08,21.0,0.65,-61.06,-2.89,2112.92,0.69,1218.784,31.579,22.0,57.0
IL2RaEarlyBind_lt1006,IL2Ra,1,Bennet paper IL2Ra prospective,56.0,0.712,0.792,0.345,0.656,0.91,0.91,0.79,8.53,0.9,0.465,0.636,4.94,10.43,-66.88,-2.97,2250.17,0.59,0.54,0.07,22.0,0.62,-53.84,-2.42,2228.09,0.68,1277.097,31.148,20.0,61.0
IL2RaEarlyBind_lt1012,IL2Ra,1,Bennet paper IL2Ra prospective,56.0,0.713,0.783,0.336,0.653,0.91,0.91,0.79,8.497,0.9,0.46,0.618,4.84,9.61,-64.19,-2.89,2224.55,0.67,0.58,0.11,21.0,0.65,-59.72,-2.76,2163.41,0.61,1310.681,30.645,21.0,62.0
IL2raBeBind_lt2,IL2Ra,1,Bennet paper IL2Ra prospective,57.0,0.662,0.766,0.334,0.646,0.9,0.89,0.79,8.47,1.0,0.511,0.816,3.88,7.53,-66.75,-3.27,2040.9,0.61,0.6,0.07,17.0,0.62,-53.54,-2.9,1844.7,0.69,1138.096,32.143,15.0,56.0
IL2raBeBind_lt20,IL2Ra,1,Bennet paper IL2Ra prospective,57.0,0.644,0.755,0.325,0.631,0.89,0.89,0.78,8.902,1.0,0.47,0.821,5.45,10.31,-58.32,-3.09,1884.8,0.64,0.6,0.14,15.0,0.68,-39.42,-2.12,1860.37,0.65,1010.599,32.653,17.0,49.0
IL2raBeBind_lt8,IL2Ra,1,Bennet paper IL2Ra prospective,57.0,0.684,0.776,0.339,0.649,0.9,0.9,0.79,8.356,0.9,0.461,0.753,4.15,6.2,-58.35,-2.9,2010.7,0.72,0.64,0.07,20.0,0.7,-46.18,-2.47,1869.54,0.68,1041.774,29.412,19.0,51.0
il2ra_site1_1z92_normal_mot_0a54d8a7266968de9ae0346ffe2baff0_0001_af2_000000020_0001_37_50_H___84ee3a8f0a65711069ec53bc75935faa_0001_0001_0000100010_0000001_1,IL2Ra,0,Bennet paper IL2Ra prospective,65.0,0.584,0.706,0.299,0.596,0.85,0.85,0.77,9.44,1.3,0.304,0.683,4.01,8.55,-44.56,-2.78,1604.01,0.68,0.67,0.21,6.0,0.55,-60.23,-2.99,2011.49,0.64,829.617,46.512,6.0,43.0
